Kod;Nazwa;Wskaźniki;Rok;Wartosc;Jednostka miary;Atrybut
0206092;Stara Kamienica (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0206092;Stara Kamienica (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
0207011;Kamienna Góra (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;2,25;%; 
0207011;Kamienna Góra (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,89;%; 
0207011;Kamienna Góra (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0207011;Kamienna Góra (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;3,4;szt.; 
0207022;Kamienna Góra (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,04;%; 
0207022;Kamienna Góra (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
0207022;Kamienna Góra (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0207022;Kamienna Góra (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0207033;Lubawka (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,11;%; 
0207033;Lubawka (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,11;%; 
0207033;Lubawka (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0207033;Lubawka (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,1;szt.; 
0207034;Lubawka - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,42;%; 
0207034;Lubawka - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,42;%; 
0207034;Lubawka - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0207034;Lubawka - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0207035;Lubawka - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,05;%; 
0207035;Lubawka - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,05;%; 
0207035;Lubawka - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0207035;Lubawka - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,1;szt.; 
0207042;Marciszów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,19;%; 
0207042;Marciszów (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,21;%; 
0207042;Marciszów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0207042;Marciszów (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.;a
0208011;Duszniki-Zdrój (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;8,79;%; 
0208011;Duszniki-Zdrój (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;8,85;%; 
0208011;Duszniki-Zdrój (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208011;Duszniki-Zdrój (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
0208021;Kłodzko (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;3,62;%; 
0208021;Kłodzko (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;3,6;%; 
0208021;Kłodzko (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208021;Kłodzko (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;2,1;szt.; 
0208031;Kudowa-Zdrój (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;4,58;%; 
0208031;Kudowa-Zdrój (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;4,58;%; 
0208031;Kudowa-Zdrój (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208031;Kudowa-Zdrój (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0208041;Nowa Ruda (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;4,39;%; 
0208041;Nowa Ruda (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;4,61;%; 
0208041;Nowa Ruda (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208041;Nowa Ruda (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;7,6;szt.; 
0208051;Polanica-Zdrój (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;5,98;%; 
0208051;Polanica-Zdrój (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;5,96;%; 
0208051;Polanica-Zdrój (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208051;Polanica-Zdrój (1);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;5,5;szt.; 
0208063;Bystrzyca Kłodzka (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,33;%; 
0208063;Bystrzyca Kłodzka (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,27;%; 
0208063;Bystrzyca Kłodzka (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208063;Bystrzyca Kłodzka (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,8;szt.; 
0208064;Bystrzyca Kłodzka - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;5,93;%; 
0208064;Bystrzyca Kłodzka - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;6,04;%; 
0208064;Bystrzyca Kłodzka - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208064;Bystrzyca Kłodzka - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;6,4;szt.; 
0208065;Bystrzyca Kłodzka - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,18;%; 
0208065;Bystrzyca Kłodzka - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,11;%; 
0208065;Bystrzyca Kłodzka - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208065;Bystrzyca Kłodzka - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,6;szt.; 
0208072;Kłodzko (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,32;%; 
0208072;Kłodzko (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,33;%; 
0208072;Kłodzko (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208072;Kłodzko (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0208083;Lądek-Zdrój (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;6,66;%; 
0208083;Lądek-Zdrój (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;6,73;%; 
0208083;Lądek-Zdrój (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208083;Lądek-Zdrój (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,3;szt.; 
0208084;Lądek-Zdrój - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;25,35;%; 
0208084;Lądek-Zdrój - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;25,94;%; 
0208084;Lądek-Zdrój - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208084;Lądek-Zdrój - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,9;szt.; 
0208085;Lądek-Zdrój - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;2,74;%; 
0208085;Lądek-Zdrój - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;2,7;%; 
0208085;Lądek-Zdrój - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208085;Lądek-Zdrój - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
0208092;Lewin Kłodzki (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;3,29;%; 
0208092;Lewin Kłodzki (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;3,08;%; 
0208092;Lewin Kłodzki (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208092;Lewin Kłodzki (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0208103;Międzylesie (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,35;%; 
0208103;Międzylesie (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,37;%; 
0208103;Międzylesie (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208103;Międzylesie (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0208104;Międzylesie - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,19;%; 
0208104;Międzylesie - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,7;%; 
0208104;Międzylesie - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208104;Międzylesie - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0208105;Międzylesie - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,45;%; 
0208105;Międzylesie - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,42;%; 
0208105;Międzylesie - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208105;Międzylesie - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0208112;Nowa Ruda (2);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,28;%; 
0208112;Nowa Ruda (2);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,31;%; 
0208112;Nowa Ruda (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208112;Nowa Ruda (2);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,1;szt.; 
0208123;Radków (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,8;%; 
0208123;Radków (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,78;%; 
0208123;Radków (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208123;Radków (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,2;szt.; 
0208124;Radków - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,37;%; 
0208124;Radków - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,32;%; 
0208124;Radków - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208124;Radków - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,3;szt.; 
0208125;Radków - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,73;%; 
0208125;Radków - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,71;%; 
0208125;Radków - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208125;Radków - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,1;szt.; 
0208133;Stronie Śląskie (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,41;%; 
0208133;Stronie Śląskie (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,39;%; 
0208133;Stronie Śląskie (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208133;Stronie Śląskie (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,1;szt.; 
0208134;Stronie Śląskie - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;8,24;%; 
0208134;Stronie Śląskie - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;7,01;%; 
0208134;Stronie Śląskie - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208134;Stronie Śląskie - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;7,5;szt.; 
0208135;Stronie Śląskie - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;1,29;%; 
0208135;Stronie Śląskie - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;1,29;%; 
0208135;Stronie Śląskie - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208135;Stronie Śląskie - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0208143;Szczytna (3);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,61;%; 
0208143;Szczytna (3);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,59;%; 
0208143;Szczytna (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208143;Szczytna (3);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;8,8;szt.; 
0208144;Szczytna - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,39;%; 
0208144;Szczytna - miasto (4);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,36;%; 
0208144;Szczytna - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208144;Szczytna - miasto (4);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;14,6;szt.; 
0208145;Szczytna - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2015;0,95;%; 
0208145;Szczytna - obszar wiejski (5);udział powierzchni terenów zieleni w powierzchni ogółem;2022;0,95;%; 
0208145;Szczytna - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2015;-;szt.; 
0208145;Szczytna - obszar wiejski (5);liczba nasadzeń drzew i krzewów w zadrzewieniach oraz terenach zieleni na 1 km2 powierzchni danej jednostki terytorialnej;2022;0,0;szt.; 
0209011;Chojnów (1);udział powierzchni terenów zieleni w powierzchni ogółem;2015;12,46;%; 
0209011;Chojnów (1);udział powierzchni terenów zieleni w powierzchni ogółem;2022;11,59;%; 
