Kod;Nazwa;Wiek;Rok;Wartosc;Jednostka miary;Atrybut
0209052;Legnickie Pole (2);w wieku przedprodukcyjnym;2022;19,0;%; 
0209052;Legnickie Pole (2);w wieku produkcyjnym;2015;61,9;%; 
0209052;Legnickie Pole (2);w wieku produkcyjnym;2022;58,0;%; 
0209062;Miłkowice (2);w wieku przedprodukcyjnym;2015;18,6;%; 
0209062;Miłkowice (2);w wieku przedprodukcyjnym;2022;20,6;%; 
0209062;Miłkowice (2);w wieku produkcyjnym;2015;63,6;%; 
0209062;Miłkowice (2);w wieku produkcyjnym;2022;59,3;%; 
0209073;Prochowice (3);w wieku przedprodukcyjnym;2015;18,5;%; 
0209073;Prochowice (3);w wieku przedprodukcyjnym;2022;18,8;%; 
0209073;Prochowice (3);w wieku produkcyjnym;2015;63,9;%; 
0209073;Prochowice (3);w wieku produkcyjnym;2022;58,0;%; 
0209074;Prochowice - miasto (4);w wieku przedprodukcyjnym;2015;18,4;%; 
0209074;Prochowice - miasto (4);w wieku przedprodukcyjnym;2022;18,1;%; 
0209074;Prochowice - miasto (4);w wieku produkcyjnym;2015;63,1;%; 
0209074;Prochowice - miasto (4);w wieku produkcyjnym;2022;57,2;%; 
0209075;Prochowice - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,6;%; 
0209075;Prochowice - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,5;%; 
0209075;Prochowice - obszar wiejski (5);w wieku produkcyjnym;2015;64,7;%; 
0209075;Prochowice - obszar wiejski (5);w wieku produkcyjnym;2022;58,7;%; 
0209082;Ruja (2);w wieku przedprodukcyjnym;2015;19,4;%; 
0209082;Ruja (2);w wieku przedprodukcyjnym;2022;17,9;%; 
0209082;Ruja (2);w wieku produkcyjnym;2015;60,8;%; 
0209082;Ruja (2);w wieku produkcyjnym;2022;57,7;%; 
0210011;Lubań (1);w wieku przedprodukcyjnym;2015;15,1;%; 
0210011;Lubań (1);w wieku przedprodukcyjnym;2022;14,7;%; 
0210011;Lubań (1);w wieku produkcyjnym;2015;61,5;%; 
0210011;Lubań (1);w wieku produkcyjnym;2022;56,6;%; 
0210021;Świeradów-Zdrój (1);w wieku przedprodukcyjnym;2015;16,2;%; 
0210021;Świeradów-Zdrój (1);w wieku przedprodukcyjnym;2022;15,1;%; 
0210021;Świeradów-Zdrój (1);w wieku produkcyjnym;2015;61,0;%; 
0210021;Świeradów-Zdrój (1);w wieku produkcyjnym;2022;56,9;%; 
0210033;Leśna (3);w wieku przedprodukcyjnym;2015;17,9;%; 
0210033;Leśna (3);w wieku przedprodukcyjnym;2022;16,2;%; 
0210033;Leśna (3);w wieku produkcyjnym;2015;63,6;%; 
0210033;Leśna (3);w wieku produkcyjnym;2022;59,4;%; 
0210034;Leśna - miasto (4);w wieku przedprodukcyjnym;2015;16,2;%; 
0210034;Leśna - miasto (4);w wieku przedprodukcyjnym;2022;14,9;%; 
0210034;Leśna - miasto (4);w wieku produkcyjnym;2015;62,7;%; 
0210034;Leśna - miasto (4);w wieku produkcyjnym;2022;57,2;%; 
0210035;Leśna - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,2;%; 
0210035;Leśna - obszar wiejski (5);w wieku przedprodukcyjnym;2022;17,2;%; 
0210035;Leśna - obszar wiejski (5);w wieku produkcyjnym;2015;64,2;%; 
0210035;Leśna - obszar wiejski (5);w wieku produkcyjnym;2022;61,0;%; 
0210042;Lubań (2);w wieku przedprodukcyjnym;2015;18,8;%; 
0210042;Lubań (2);w wieku przedprodukcyjnym;2022;18,8;%; 
0210042;Lubań (2);w wieku produkcyjnym;2015;65,9;%; 
0210042;Lubań (2);w wieku produkcyjnym;2022;61,2;%; 
0210053;Olszyna (3);w wieku przedprodukcyjnym;2015;16,6;%; 
0210053;Olszyna (3);w wieku przedprodukcyjnym;2022;17,3;%; 
0210053;Olszyna (3);w wieku produkcyjnym;2015;64,1;%; 
0210053;Olszyna (3);w wieku produkcyjnym;2022;58,4;%; 
0210054;Olszyna - miasto (4);w wieku przedprodukcyjnym;2015;15,6;%; 
0210054;Olszyna - miasto (4);w wieku przedprodukcyjnym;2022;16,8;%; 
0210054;Olszyna - miasto (4);w wieku produkcyjnym;2015;64,1;%; 
0210054;Olszyna - miasto (4);w wieku produkcyjnym;2022;58,2;%; 
0210055;Olszyna - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,7;%; 
0210055;Olszyna - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,2;%; 
0210055;Olszyna - obszar wiejski (5);w wieku produkcyjnym;2015;64,1;%; 
0210055;Olszyna - obszar wiejski (5);w wieku produkcyjnym;2022;58,9;%; 
0210062;Platerówka (2);w wieku przedprodukcyjnym;2015;18,5;%; 
0210062;Platerówka (2);w wieku przedprodukcyjnym;2022;18,9;%; 
0210062;Platerówka (2);w wieku produkcyjnym;2015;65,1;%; 
0210062;Platerówka (2);w wieku produkcyjnym;2022;59,8;%; 
0210072;Siekierczyn (2);w wieku przedprodukcyjnym;2015;17,4;%; 
0210072;Siekierczyn (2);w wieku przedprodukcyjnym;2022;18,3;%; 
0210072;Siekierczyn (2);w wieku produkcyjnym;2015;65,6;%; 
0210072;Siekierczyn (2);w wieku produkcyjnym;2022;60,3;%; 
0211011;Lubin (1);w wieku przedprodukcyjnym;2015;16,3;%; 
0211011;Lubin (1);w wieku przedprodukcyjnym;2022;16,7;%; 
0211011;Lubin (1);w wieku produkcyjnym;2015;61,0;%; 
0211011;Lubin (1);w wieku produkcyjnym;2022;54,9;%; 
0211022;Lubin (2);w wieku przedprodukcyjnym;2015;20,1;%; 
0211022;Lubin (2);w wieku przedprodukcyjnym;2022;21,9;%; 
0211022;Lubin (2);w wieku produkcyjnym;2015;65,4;%; 
0211022;Lubin (2);w wieku produkcyjnym;2022;61,3;%; 
0211032;Rudna (2);w wieku przedprodukcyjnym;2015;20,1;%; 
0211032;Rudna (2);w wieku przedprodukcyjnym;2022;20,7;%; 
0211032;Rudna (2);w wieku produkcyjnym;2015;63,8;%; 
0211032;Rudna (2);w wieku produkcyjnym;2022;59,6;%; 
0211043;Ścinawa (3);w wieku przedprodukcyjnym;2015;17,0;%; 
0211043;Ścinawa (3);w wieku przedprodukcyjnym;2022;17,7;%; 
0211043;Ścinawa (3);w wieku produkcyjnym;2015;64,8;%; 
0211043;Ścinawa (3);w wieku produkcyjnym;2022;57,9;%; 
0211044;Ścinawa - miasto (4);w wieku przedprodukcyjnym;2015;16,6;%; 
0211044;Ścinawa - miasto (4);w wieku przedprodukcyjnym;2022;17,0;%; 
0211044;Ścinawa - miasto (4);w wieku produkcyjnym;2015;64,0;%; 
0211044;Ścinawa - miasto (4);w wieku produkcyjnym;2022;55,9;%; 
0211045;Ścinawa - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,6;%; 
0211045;Ścinawa - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,5;%; 
0211045;Ścinawa - obszar wiejski (5);w wieku produkcyjnym;2015;65,8;%; 
0211045;Ścinawa - obszar wiejski (5);w wieku produkcyjnym;2022;60,5;%; 
0212013;Gryfów Śląski (3);w wieku przedprodukcyjnym;2015;15,0;%; 
0212013;Gryfów Śląski (3);w wieku przedprodukcyjnym;2022;14,8;%; 
0212013;Gryfów Śląski (3);w wieku produkcyjnym;2015;64,1;%; 
0212013;Gryfów Śląski (3);w wieku produkcyjnym;2022;59,6;%; 
0212014;Gryfów Śląski - miasto (4);w wieku przedprodukcyjnym;2015;14,3;%; 
0212014;Gryfów Śląski - miasto (4);w wieku przedprodukcyjnym;2022;13,6;%; 
0212014;Gryfów Śląski - miasto (4);w wieku produkcyjnym;2015;63,3;%; 
0212014;Gryfów Śląski - miasto (4);w wieku produkcyjnym;2022;58,8;%; 
0212015;Gryfów Śląski - obszar wiejski (5);w wieku przedprodukcyjnym;2015;16,7;%; 
0212015;Gryfów Śląski - obszar wiejski (5);w wieku przedprodukcyjnym;2022;17,3;%; 
0212015;Gryfów Śląski - obszar wiejski (5);w wieku produkcyjnym;2015;66,0;%; 
0212015;Gryfów Śląski - obszar wiejski (5);w wieku produkcyjnym;2022;61,3;%; 
0212023;Lubomierz (3);w wieku przedprodukcyjnym;2015;18,0;%; 
0212023;Lubomierz (3);w wieku przedprodukcyjnym;2022;18,1;%; 
0212023;Lubomierz (3);w wieku produkcyjnym;2015;64,6;%; 
0212023;Lubomierz (3);w wieku produkcyjnym;2022;59,7;%; 
0212024;Lubomierz - miasto (4);w wieku przedprodukcyjnym;2015;17,8;%; 
0212024;Lubomierz - miasto (4);w wieku przedprodukcyjnym;2022;17,6;%; 
0212024;Lubomierz - miasto (4);w wieku produkcyjnym;2015;63,0;%; 
0212024;Lubomierz - miasto (4);w wieku produkcyjnym;2022;57,4;%; 
0212025;Lubomierz - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,1;%; 
0212025;Lubomierz - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,3;%; 
0212025;Lubomierz - obszar wiejski (5);w wieku produkcyjnym;2015;65,3;%; 
0212025;Lubomierz - obszar wiejski (5);w wieku produkcyjnym;2022;60,8;%; 
0212033;Lwówek Śląski (3);w wieku przedprodukcyjnym;2015;17,5;%; 
0212033;Lwówek Śląski (3);w wieku przedprodukcyjnym;2022;17,3;%; 
0212033;Lwówek Śląski (3);w wieku produkcyjnym;2015;63,4;%; 
0212033;Lwówek Śląski (3);w wieku produkcyjnym;2022;57,3;%; 
0212034;Lwówek Śląski - miasto (4);w wieku przedprodukcyjnym;2015;15,6;%; 
0212034;Lwówek Śląski - miasto (4);w wieku przedprodukcyjnym;2022;14,7;%; 
0212034;Lwówek Śląski - miasto (4);w wieku produkcyjnym;2015;61,8;%; 
0212034;Lwówek Śląski - miasto (4);w wieku produkcyjnym;2022;55,4;%; 
0212035;Lwówek Śląski - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,4;%; 
0212035;Lwówek Śląski - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,0;%; 
0212035;Lwówek Śląski - obszar wiejski (5);w wieku produkcyjnym;2015;65,1;%; 
0212035;Lwówek Śląski - obszar wiejski (5);w wieku produkcyjnym;2022;59,4;%; 
0212043;Mirsk (3);w wieku przedprodukcyjnym;2015;16,2;%; 
0212043;Mirsk (3);w wieku przedprodukcyjnym;2022;15,9;%; 
0212043;Mirsk (3);w wieku produkcyjnym;2015;64,3;%; 
0212043;Mirsk (3);w wieku produkcyjnym;2022;58,4;%; 
0212044;Mirsk - miasto (4);w wieku przedprodukcyjnym;2015;15,3;%; 
0212044;Mirsk - miasto (4);w wieku przedprodukcyjnym;2022;15,5;%; 
0212044;Mirsk - miasto (4);w wieku produkcyjnym;2015;63,8;%; 
0212044;Mirsk - miasto (4);w wieku produkcyjnym;2022;56,8;%; 
0212045;Mirsk - obszar wiejski (5);w wieku przedprodukcyjnym;2015;17,0;%; 
0212045;Mirsk - obszar wiejski (5);w wieku przedprodukcyjnym;2022;16,2;%; 
0212045;Mirsk - obszar wiejski (5);w wieku produkcyjnym;2015;64,8;%; 
0212045;Mirsk - obszar wiejski (5);w wieku produkcyjnym;2022;59,7;%; 
0212053;Wleń (3);w wieku przedprodukcyjnym;2015;15,4;%; 
0212053;Wleń (3);w wieku przedprodukcyjnym;2022;14,6;%; 
0212053;Wleń (3);w wieku produkcyjnym;2015;65,5;%; 
0212053;Wleń (3);w wieku produkcyjnym;2022;58,7;%; 
0212054;Wleń - miasto (4);w wieku przedprodukcyjnym;2015;14,4;%; 
0212054;Wleń - miasto (4);w wieku przedprodukcyjnym;2022;14,2;%; 
0212054;Wleń - miasto (4);w wieku produkcyjnym;2015;64,4;%; 
0212054;Wleń - miasto (4);w wieku produkcyjnym;2022;56,5;%; 
0212055;Wleń - obszar wiejski (5);w wieku przedprodukcyjnym;2015;16,2;%; 
0212055;Wleń - obszar wiejski (5);w wieku przedprodukcyjnym;2022;14,9;%; 
0212055;Wleń - obszar wiejski (5);w wieku produkcyjnym;2015;66,3;%; 
0212055;Wleń - obszar wiejski (5);w wieku produkcyjnym;2022;60,2;%; 
0213012;Cieszków (2);w wieku przedprodukcyjnym;2015;21,1;%; 
0213012;Cieszków (2);w wieku przedprodukcyjnym;2022;21,0;%; 
0213012;Cieszków (2);w wieku produkcyjnym;2015;62,8;%; 
0213012;Cieszków (2);w wieku produkcyjnym;2022;57,8;%; 
0213022;Krośnice (2);w wieku przedprodukcyjnym;2015;19,9;%; 
0213022;Krośnice (2);w wieku przedprodukcyjnym;2022;20,0;%; 
0213022;Krośnice (2);w wieku produkcyjnym;2015;62,9;%; 
0213022;Krośnice (2);w wieku produkcyjnym;2022;58,8;%; 
0213033;Milicz (3);w wieku przedprodukcyjnym;2015;19,7;%; 
0213033;Milicz (3);w wieku przedprodukcyjnym;2022;19,5;%; 
0213033;Milicz (3);w wieku produkcyjnym;2015;61,1;%; 
0213033;Milicz (3);w wieku produkcyjnym;2022;56,3;%; 
0213034;Milicz - miasto (4);w wieku przedprodukcyjnym;2015;18,6;%; 
0213034;Milicz - miasto (4);w wieku przedprodukcyjnym;2022;18,5;%; 
0213034;Milicz - miasto (4);w wieku produkcyjnym;2015;59,2;%; 
0213034;Milicz - miasto (4);w wieku produkcyjnym;2022;53,0;%; 
0213035;Milicz - obszar wiejski (5);w wieku przedprodukcyjnym;2015;20,8;%; 
0213035;Milicz - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,4;%; 
0213035;Milicz - obszar wiejski (5);w wieku produkcyjnym;2015;62,9;%; 
0213035;Milicz - obszar wiejski (5);w wieku produkcyjnym;2022;59,2;%; 
0214011;Oleśnica (1);w wieku przedprodukcyjnym;2015;17,5;%; 
0214011;Oleśnica (1);w wieku przedprodukcyjnym;2022;17,6;%; 
0214011;Oleśnica (1);w wieku produkcyjnym;2015;61,0;%; 
0214011;Oleśnica (1);w wieku produkcyjnym;2022;57,3;%; 
0214023;Bierutów (3);w wieku przedprodukcyjnym;2015;17,6;%; 
0214023;Bierutów (3);w wieku przedprodukcyjnym;2022;17,6;%; 
0214023;Bierutów (3);w wieku produkcyjnym;2015;64,9;%; 
0214023;Bierutów (3);w wieku produkcyjnym;2022;59,4;%; 
0214024;Bierutów - miasto (4);w wieku przedprodukcyjnym;2015;16,9;%; 
0214024;Bierutów - miasto (4);w wieku przedprodukcyjnym;2022;16,1;%; 
0214024;Bierutów - miasto (4);w wieku produkcyjnym;2015;64,5;%; 
0214024;Bierutów - miasto (4);w wieku produkcyjnym;2022;57,8;%; 
0214025;Bierutów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,3;%; 
0214025;Bierutów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,0;%; 
0214025;Bierutów - obszar wiejski (5);w wieku produkcyjnym;2015;65,2;%; 
0214025;Bierutów - obszar wiejski (5);w wieku produkcyjnym;2022;60,9;%; 
0214032;Dobroszyce (2);w wieku przedprodukcyjnym;2015;20,0;%; 
0214032;Dobroszyce (2);w wieku przedprodukcyjnym;2022;21,8;%; 
0214032;Dobroszyce (2);w wieku produkcyjnym;2015;63,9;%; 
0214032;Dobroszyce (2);w wieku produkcyjnym;2022;59,3;%; 
0214042;Dziadowa Kłoda (2);w wieku przedprodukcyjnym;2015;20,5;%; 
0214042;Dziadowa Kłoda (2);w wieku przedprodukcyjnym;2022;22,4;%; 
0214042;Dziadowa Kłoda (2);w wieku produkcyjnym;2015;64,3;%; 
0214042;Dziadowa Kłoda (2);w wieku produkcyjnym;2022;58,6;%; 
0214053;Międzybórz (3);w wieku przedprodukcyjnym;2015;20,8;%; 
0214053;Międzybórz (3);w wieku przedprodukcyjnym;2022;19,8;%; 
0214053;Międzybórz (3);w wieku produkcyjnym;2015;63,0;%; 
0214053;Międzybórz (3);w wieku produkcyjnym;2022;59,6;%; 
0214054;Międzybórz - miasto (4);w wieku przedprodukcyjnym;2015;19,2;%; 
0214054;Międzybórz - miasto (4);w wieku przedprodukcyjnym;2022;19,1;%; 
0214054;Międzybórz - miasto (4);w wieku produkcyjnym;2015;62,2;%; 
0214054;Międzybórz - miasto (4);w wieku produkcyjnym;2022;57,6;%; 
0214055;Międzybórz - obszar wiejski (5);w wieku przedprodukcyjnym;2015;22,1;%; 
0214055;Międzybórz - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,4;%; 
0214055;Międzybórz - obszar wiejski (5);w wieku produkcyjnym;2015;63,7;%; 
0214055;Międzybórz - obszar wiejski (5);w wieku produkcyjnym;2022;61,3;%; 
0214062;Oleśnica (2);w wieku przedprodukcyjnym;2015;19,3;%; 
0214062;Oleśnica (2);w wieku przedprodukcyjnym;2022;22,7;%; 
0214062;Oleśnica (2);w wieku produkcyjnym;2015;66,8;%; 
0214062;Oleśnica (2);w wieku produkcyjnym;2022;61,7;%; 
0214073;Syców (3);w wieku przedprodukcyjnym;2015;18,8;%; 
0214073;Syców (3);w wieku przedprodukcyjnym;2022;18,9;%; 
0214073;Syców (3);w wieku produkcyjnym;2015;63,3;%; 
0214073;Syców (3);w wieku produkcyjnym;2022;58,8;%; 
0214074;Syców - miasto (4);w wieku przedprodukcyjnym;2015;17,1;%; 
0214074;Syców - miasto (4);w wieku przedprodukcyjnym;2022;17,4;%; 
0214074;Syców - miasto (4);w wieku produkcyjnym;2015;62,8;%; 
0214074;Syców - miasto (4);w wieku produkcyjnym;2022;57,1;%; 
0214075;Syców - obszar wiejski (5);w wieku przedprodukcyjnym;2015;21,5;%; 
0214075;Syców - obszar wiejski (5);w wieku przedprodukcyjnym;2022;21,3;%; 
0214075;Syców - obszar wiejski (5);w wieku produkcyjnym;2015;64,1;%; 
0214075;Syców - obszar wiejski (5);w wieku produkcyjnym;2022;61,2;%; 
0214083;Twardogóra (3);w wieku przedprodukcyjnym;2015;18,3;%; 
0214083;Twardogóra (3);w wieku przedprodukcyjnym;2022;18,0;%; 
0214083;Twardogóra (3);w wieku produkcyjnym;2015;64,1;%; 
0214083;Twardogóra (3);w wieku produkcyjnym;2022;59,9;%; 
0214084;Twardogóra - miasto (4);w wieku przedprodukcyjnym;2015;17,1;%; 
0214084;Twardogóra - miasto (4);w wieku przedprodukcyjnym;2022;15,9;%; 
0214084;Twardogóra - miasto (4);w wieku produkcyjnym;2015;63,4;%; 
0214084;Twardogóra - miasto (4);w wieku produkcyjnym;2022;59,4;%; 
0214085;Twardogóra - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,6;%; 
0214085;Twardogóra - obszar wiejski (5);w wieku przedprodukcyjnym;2022;20,0;%; 
0214085;Twardogóra - obszar wiejski (5);w wieku produkcyjnym;2015;64,9;%; 
0214085;Twardogóra - obszar wiejski (5);w wieku produkcyjnym;2022;60,4;%; 
0215011;Oława (1);w wieku przedprodukcyjnym;2015;17,4;%; 
0215011;Oława (1);w wieku przedprodukcyjnym;2022;18,4;%; 
0215011;Oława (1);w wieku produkcyjnym;2015;59,7;%; 
0215011;Oława (1);w wieku produkcyjnym;2022;57,0;%; 
0215022;Domaniów (2);w wieku przedprodukcyjnym;2015;19,7;%; 
0215022;Domaniów (2);w wieku przedprodukcyjnym;2022;18,2;%; 
0215022;Domaniów (2);w wieku produkcyjnym;2015;64,3;%; 
0215022;Domaniów (2);w wieku produkcyjnym;2022;61,6;%; 
0215033;Jelcz-Laskowice (3);w wieku przedprodukcyjnym;2015;18,3;%; 
0215033;Jelcz-Laskowice (3);w wieku przedprodukcyjnym;2022;19,2;%; 
0215033;Jelcz-Laskowice (3);w wieku produkcyjnym;2015;65,2;%; 
0215033;Jelcz-Laskowice (3);w wieku produkcyjnym;2022;57,6;%; 
0215034;Jelcz-Laskowice - miasto (4);w wieku przedprodukcyjnym;2015;17,8;%; 
0215034;Jelcz-Laskowice - miasto (4);w wieku przedprodukcyjnym;2022;17,7;%; 
0215034;Jelcz-Laskowice - miasto (4);w wieku produkcyjnym;2015;65,9;%; 
0215034;Jelcz-Laskowice - miasto (4);w wieku produkcyjnym;2022;56,5;%; 
0215035;Jelcz-Laskowice - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,4;%; 
0215035;Jelcz-Laskowice - obszar wiejski (5);w wieku przedprodukcyjnym;2022;21,8;%; 
0215035;Jelcz-Laskowice - obszar wiejski (5);w wieku produkcyjnym;2015;63,6;%; 
0215035;Jelcz-Laskowice - obszar wiejski (5);w wieku produkcyjnym;2022;59,3;%; 
0215042;Oława (2);w wieku przedprodukcyjnym;2015;20,0;%; 
0215042;Oława (2);w wieku przedprodukcyjnym;2022;20,5;%; 
0215042;Oława (2);w wieku produkcyjnym;2015;64,4;%; 
0215042;Oława (2);w wieku produkcyjnym;2022;60,7;%; 
0216013;Chocianów (3);w wieku przedprodukcyjnym;2015;18,3;%; 
0216013;Chocianów (3);w wieku przedprodukcyjnym;2022;19,0;%; 
0216013;Chocianów (3);w wieku produkcyjnym;2015;64,9;%; 
0216013;Chocianów (3);w wieku produkcyjnym;2022;59,1;%; 
0216014;Chocianów - miasto (4);w wieku przedprodukcyjnym;2015;17,9;%; 
0216014;Chocianów - miasto (4);w wieku przedprodukcyjnym;2022;18,5;%; 
0216014;Chocianów - miasto (4);w wieku produkcyjnym;2015;65,9;%; 
0216014;Chocianów - miasto (4);w wieku produkcyjnym;2022;58,7;%; 
0216015;Chocianów - obszar wiejski (5);w wieku przedprodukcyjnym;2015;19,1;%; 
0216015;Chocianów - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,7;%; 
0216015;Chocianów - obszar wiejski (5);w wieku produkcyjnym;2015;63,4;%; 
0216015;Chocianów - obszar wiejski (5);w wieku produkcyjnym;2022;59,6;%; 
0216022;Gaworzyce (2);w wieku przedprodukcyjnym;2015;20,1;%; 
0216022;Gaworzyce (2);w wieku przedprodukcyjnym;2022;20,2;%; 
0216022;Gaworzyce (2);w wieku produkcyjnym;2015;64,2;%; 
0216022;Gaworzyce (2);w wieku produkcyjnym;2022;59,7;%; 
0216032;Grębocice (2);w wieku przedprodukcyjnym;2015;20,9;%; 
0216032;Grębocice (2);w wieku przedprodukcyjnym;2022;20,3;%; 
0216032;Grębocice (2);w wieku produkcyjnym;2015;62,8;%; 
0216032;Grębocice (2);w wieku produkcyjnym;2022;60,8;%; 
0216043;Polkowice (3);w wieku przedprodukcyjnym;2015;19,6;%; 
0216043;Polkowice (3);w wieku przedprodukcyjnym;2022;20,2;%; 
0216043;Polkowice (3);w wieku produkcyjnym;2015;63,5;%; 
0216043;Polkowice (3);w wieku produkcyjnym;2022;60,0;%; 
0216044;Polkowice - miasto (4);w wieku przedprodukcyjnym;2015;19,2;%; 
0216044;Polkowice - miasto (4);w wieku przedprodukcyjnym;2022;19,5;%; 
0216044;Polkowice - miasto (4);w wieku produkcyjnym;2015;63,2;%; 
0216044;Polkowice - miasto (4);w wieku produkcyjnym;2022;59,5;%; 
0216045;Polkowice - obszar wiejski (5);w wieku przedprodukcyjnym;2015;21,5;%; 
0216045;Polkowice - obszar wiejski (5);w wieku przedprodukcyjnym;2022;23,0;%; 
0216045;Polkowice - obszar wiejski (5);w wieku produkcyjnym;2015;65,0;%; 
0216045;Polkowice - obszar wiejski (5);w wieku produkcyjnym;2022;61,9;%; 
0216053;Przemków (3);w wieku przedprodukcyjnym;2015;17,7;%; 
0216053;Przemków (3);w wieku przedprodukcyjnym;2022;17,9;%; 
0216053;Przemków (3);w wieku produkcyjnym;2015;65,3;%; 
0216053;Przemków (3);w wieku produkcyjnym;2022;60,0;%; 
0216054;Przemków - miasto (4);w wieku przedprodukcyjnym;2015;17,2;%; 
0216054;Przemków - miasto (4);w wieku przedprodukcyjnym;2022;17,2;%; 
0216054;Przemków - miasto (4);w wieku produkcyjnym;2015;66,4;%; 
0216054;Przemków - miasto (4);w wieku produkcyjnym;2022;59,7;%; 
0216055;Przemków - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,9;%; 
0216055;Przemków - obszar wiejski (5);w wieku przedprodukcyjnym;2022;19,8;%; 
0216055;Przemków - obszar wiejski (5);w wieku produkcyjnym;2015;62,0;%; 
0216055;Przemków - obszar wiejski (5);w wieku produkcyjnym;2022;60,7;%; 
0216062;Radwanice (2);w wieku przedprodukcyjnym;2015;20,6;%; 
0216062;Radwanice (2);w wieku przedprodukcyjnym;2022;22,1;%; 
0216062;Radwanice (2);w wieku produkcyjnym;2015;64,4;%; 
0216062;Radwanice (2);w wieku produkcyjnym;2022;58,6;%; 
0217012;Borów (2);w wieku przedprodukcyjnym;2015;16,9;%; 
0217012;Borów (2);w wieku przedprodukcyjnym;2022;17,9;%; 
0217012;Borów (2);w wieku produkcyjnym;2015;64,6;%; 
0217012;Borów (2);w wieku produkcyjnym;2022;61,0;%; 
0217022;Kondratowice (2);w wieku przedprodukcyjnym;2015;18,1;%; 
0217022;Kondratowice (2);w wieku przedprodukcyjnym;2022;17,1;%; 
0217022;Kondratowice (2);w wieku produkcyjnym;2015;64,3;%; 
0217022;Kondratowice (2);w wieku produkcyjnym;2022;59,1;%; 
0217032;Przeworno (2);w wieku przedprodukcyjnym;2015;17,3;%; 
0217032;Przeworno (2);w wieku przedprodukcyjnym;2022;18,0;%; 
0217032;Przeworno (2);w wieku produkcyjnym;2015;63,5;%; 
0217032;Przeworno (2);w wieku produkcyjnym;2022;57,0;%; 
0217043;Strzelin (3);w wieku przedprodukcyjnym;2015;17,1;%; 
0217043;Strzelin (3);w wieku przedprodukcyjnym;2022;17,6;%; 
0217043;Strzelin (3);w wieku produkcyjnym;2015;62,9;%; 
0217043;Strzelin (3);w wieku produkcyjnym;2022;57,7;%; 
0217044;Strzelin - miasto (4);w wieku przedprodukcyjnym;2015;16,2;%; 
0217044;Strzelin - miasto (4);w wieku przedprodukcyjnym;2022;16,7;%; 
0217044;Strzelin - miasto (4);w wieku produkcyjnym;2015;61,9;%; 
0217044;Strzelin - miasto (4);w wieku produkcyjnym;2022;55,9;%; 
0217045;Strzelin - obszar wiejski (5);w wieku przedprodukcyjnym;2015;18,2;%; 
0217045;Strzelin - obszar wiejski (5);w wieku przedprodukcyjnym;2022;18,8;%; 
0217045;Strzelin - obszar wiejski (5);w wieku produkcyjnym;2015;64,2;%; 
0217045;Strzelin - obszar wiejski (5);w wieku produkcyjnym;2022;60,0;%; 
